,text,tanggal,bahasa
183,Min @JogjaUpdate info vaksin booster KTP luar Jogja ada kah? Kemarin mau daftar di Siloam ditolak krn bukan KTP Jogja🥲,2022-02-12 06:15:55+00:00,in
184,"Rumah Tahanan Negara (Rutan) Kelas IIB Singkil melakukan suntik vaksinasi Covid-19 tahap ketiga (vaksin booster) bagi seluruh Pegawai. 
Pantau juga kegiatan lainnya di ig rutansingkil https://t.co/I6vOyBoSpW",2022-02-12 06:15:00+00:00,in
185,He told me tmpt die pun majoriti chinese yg dtg amik booster / bwk ank amik vaksin . Melayu boleh kira berapa kerat je . Maleiss agenda ka ? https://t.co/glbcU5FC0V,2022-02-12 06:14:27+00:00,in
186,"vaksin booster, semoga semua sehat sehat ya
parno banget karena vaksin 1 efeknya sampek bikin demam berhari hari",2022-02-12 06:14:18+00:00,in
188,vaksin booster di cw dapet detergent hahahahahahah👍👍👍 https://t.co/JMT8WmeKA2,2022-02-12 06:13:51+00:00,nl
189,"H+1 vaksin booster. Pilek, kepala nggeliyeng &amp; badan pegel semua, apalagi tangan yang habis disuntik :"")

Gapapa. Yang penting udah booster!",2022-02-12 06:13:48+00:00,in
190,"Udah hari ke 4  setelah vaksin booster alhamdulillah aman2 aja badan ini ga ada efek sakit, tp lebih ke mental yang tetep sakit dan sedih sm endingnya snowdrop padahal udah berlalu 2 mingguan juga",2022-02-12 06:13:05+00:00,in
191,"Narasi Liar yang Mengklaim Informasi Tentang Efek Vaksin Booster Menyebabkan Seseorang Bertingkah Layaknya Zombie Beredar di Medsos, Cek Fakta atau Hoaks?

https://t.co/FrsZIw0k3P",2022-02-12 06:12:50+00:00,in
192,@bundaskies_95 Kirain udah vaksin booster 😭,2022-02-12 06:12:13+00:00,in
193,"vaksin booster aja blm, udah mulai agak rewel badan perhari ini. paksa vaksin gak ya baiknya?",2022-02-12 06:12:10+00:00,in
194,"@azmanrocks I think lebih sesuai amik booster dekat2 raya nanti. Like the vaksin tahan 3 bulan jekan,pastu kalau KJ Ular suruh amik 4th dose pulak nanti,entah berapa ramai nak amik.
Raya bulan 5,gelupur amik booster bulan 1,by bulan 4,antibodi sama je ngan antivaks korang hina,hahaha bazir",2022-02-12 06:11:29+00:00,in
197,"Gubernur Kalteng Imbau Masyarakat Tidak Perlu Takut Vaksin Booster
Nusantara Loh Jinawi https://t.co/Z9TVDfH0wg",2022-02-12 06:10:05+00:00,in
198,"RT @AmmarGill: YANG GAK KALAH SERU, akan ada banyak giveaway, kali ini spesial lagi. Ada free 20 antigen test, 10 PCR, vaksin flu, vaksin p…",2022-02-12 06:10:03+00:00,in
199,Siapa yang gagal vaksin booster padahal dah pas 6 bulan ternyata masih nunggu beberapa hari lagi baru bisa di vaksin booster? Akuuu😂,2022-02-12 06:08:34+00:00,in
200,"Abis vaksin booster, badan masih aman cuma agak kliyengan",2022-02-12 06:06:32+00:00,in
201,Side effect booster semalam badan panas tapi tak demam pun. Hafiz pula sakit kepala. Rela hadap side effect vaksin drpd kena covid. Serik dah kena covid. Sakit yg takleh nak describe mcm mana.,2022-02-12 06:06:14+00:00,in
202,Thread efek vaksin booster Astra di aku,2022-02-12 06:05:33+00:00,in
203,"Gua udah sampe tempat vaksin booster. Trus cek tensi.

“Lah mas, tinggi amaat ini 214. Mas ga kenapa kenapa kan?”

Akhirnya pulang, kaga boleh dikasih vaksin booster.

😌",2022-02-12 06:05:20+00:00,in
204,Vaksin booster mana baru bisa bulan depan pulak,2022-02-12 06:03:18+00:00,in
205,/jbrfess/ vaksin booster di lippo syaratnya bawa apa aja ya?,2022-02-12 06:00:00+00:00,in
210,"Vaksin booster sudah digelar sejak Januari 2022 lalu, apa saja efek samping yang paling banyak dikeluhkan pengguna vaksin primer Sinovac dan AstraZeneca? https://t.co/esXhCpzdZZ",2022-02-12 05:55:40+00:00,in
212,@farmalkesRI Kalau vaksin primer nya1&amp;2 pfizer apakah harus booster lagi?,2022-02-12 05:54:22+00:00,in
213,"jd ak abis vaksin booster jam set 10 an td, trs skrng masi blm ada tanda2 dr efek samping nya dan yaaa semoga beneran gpp aku☺",2022-02-12 05:53:04+00:00,in
214,Bhabinkamtibmas Pekayon Jaya Aiptu. Muhtar  Bergabung Dengan 4 Pilar Melakukan Giat Door to door Vaksin Lansia dosis ke 3 Booster Astra Zaneca di Wilayah Pekayon Bekasi Selatan (12/2/2022) https://t.co/QpllJLIg0v,2022-02-12 05:52:09+00:00,in
216,"RT @Lemp3r: Selamat Pagi, Happy weekend sob.

Sorry banyak notif yg tdk saya respon dari smalam, kondisi drop stlh booster.
Sy demam,  munc…",2022-02-12 05:51:49+00:00,in
218,@Khairykj @KKMPutrajaya Tp YB vaksin i dpt sinovac. Time booster pun dpt sinovac. Mcm mana tu🙄..,2022-02-12 05:51:06+00:00,in
219,"Aku setiap hbs vaksin pasti ngantuk dan lapar knpa yah 😅

Moga aja booster ini gk pake demam sgla biar puas ngeJikjin 😘",2022-02-12 05:51:04+00:00,in
220,Sy aja sdh 2 mgg selesai vaksin booster smp hri ini gak ada tuh sertifikatnya. Pdhl saat vaksin 1&amp;2 blm pake apps Peduli Lindungi malah sehari sesdh vaksin sdh dikirim. Coba mau ngomong apa? https://t.co/0pmqf6CT95,2022-02-12 05:48:27+00:00,in
221,"@latifaskaa istirahat doang, soalnya abis vaksin booster hehe😬",2022-02-12 05:47:33+00:00,in
222,"Fikri: Mamah jangan lupa nanti jadwal vaksin yang ketiga ya
Mamah: Oh iya, yang vaksin turbo ya?
Fikri: Booster Mah, booster.",2022-02-12 05:46:22+00:00,in
223,gila nih vaksin booster efeknya komplit semua,2022-02-12 05:46:15+00:00,in
224,"Bhabinkamtibmas Kel. Kayuringin Jaya Bersama 4 Pilar Melaksanakan Kegiatan Vaksinasi dosis ke 1 dan 2 serta Vaksin Ke 3 (Booster) Untuk Lansia Usia 60 Tahun Keatas Secara Door To Door di Jl.Patuha Tr.03/16 Kel.Kayuringin Jaya Bekasi Selatan
(12/2/2022) https://t.co/4Vu6NZAnGE",2022-02-12 05:45:10+00:00,in
225,"RT @jerryarvino: Btw, gue percaya banget sih kalau efeknya dahsyat ke badan, berarti efektif juga sebagai pelindung imun. 

Buat yang masih…",2022-02-12 05:44:54+00:00,in
226,"[KETERBATASAN AKSES DAN INFORMASI MENGENAI VAKSIN BOOSTER] 

Sejak awal November 2021, kembali terjadi lonjakan kasus COVID-19 yang masif.  Situasi ini diperparah dengan munculnya mutasi varian Omicron.
.
Dept. KominfoxKastravomxKeilmuan
BEM FKM UAD 2021-2022 https://t.co/91rqeNQzan",2022-02-12 05:44:43+00:00,in
227,@telyufess Daftar nya dimana ya? Ini yg vaksin booster Kamis kemaren atau ada baru lagi?,2022-02-12 05:44:35+00:00,in
228,"@Akangabdul90 Keren nihh protokoler kesehatan nya
Apalagi akang nya udah dpt vaksin booster ketiga

👍🏻 Recommended https://t.co/LsEUv5TsIY",2022-02-12 05:44:34+00:00,in
229,"Udah vaksin booster. Udah tes antigen hasilnya negatif. Tapi masih ngerasain gejala omicron? Mantap~ 
Yaa mungkin cuma sakit biasaaa. Baru juga berapa hari di sby udah tumbang lagii 🤓",2022-02-12 05:44:19+00:00,in
230,@chitattoo_ Aku dapet booster itu tapi vaksin sblmnya sinovac so no idea,2022-02-12 05:44:11+00:00,in
233,Aku sudah vaksin booster nih. Kamu mau kujelasin soal JHT di kosan?,2022-02-12 05:42:32+00:00,in
234,"Btw, gue percaya banget sih kalau efeknya dahsyat ke badan, berarti efektif juga sebagai pelindung imun. 

Buat yang masih belum vaksin booster, coba diintip kombinasi ini deh.

Semoga pada sehat semuanya ya! https://t.co/zH9bfIHFaX",2022-02-12 05:42:28+00:00,in
235,"Oke sudah Booster ( Vaksin 3 ), apakah akan berkelanjutan lagi seperti film TERSANJUNG 😐 https://t.co/uAY1P0uE2Y",2022-02-12 05:40:46+00:00,in
236,"Kakanwil Kemenkumham Sulsel Harun Sulianto Apresiasi Pegawai Lapas Perempuan Sungguminasa menerima Vaksin Booster (Vaksin Dosis Ke-3), Jumat (11/02).
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel",2022-02-12 05:40:38+00:00,in
237,@frueats Boleh aja ko dmna aja yg pnting vaksin booster,2022-02-12 05:40:21+00:00,in
238,@vBian7 tempat booster harus sama gak sm tempat pas vaksin bi? atau boleh aja?,2022-02-12 05:39:22+00:00,in
239,gokar! info vaksin ke 3 booster di daerah cikampek dimana ya??penting bgt buat perusahaan. makasih,2022-02-12 05:38:45+00:00,in
240,Asli mageran parah pasca vaksin booster ni 😩😫,2022-02-12 05:36:56+00:00,et
241,"RT @azraeimuhamad: Tahun lepas raya, kes 10k dan kadar vaksin 10%. Hari hari dengar cerita orang meninggal.

Tahun ni raya, kes 10k juga de…",2022-02-12 05:34:25+00:00,in
242,"pelik la antivaksin ni, vaksin/booster tak maw ambek, bila ada colleague yg positif covid, dia la beriya dulu nak bagi nama jadi close contact, nk cuti punya psal, dah la kerja malas,antivaks pulak tu, buto",2022-02-12 05:33:36+00:00,in
243,sebenernya hari ini tuh jadwal gue vaksin booster tapi dicancel (hiks) sama (hiks) kantor mama (hiks) padahal di bayangan gue bisa pesen saladnya delico :p,2022-02-12 05:32:28+00:00,in
245,"Nusantara Loh Jinawi -""Alhamdulillah, saya sudah disuntik Booster sehingga sudah lengkap vaksin ke-3 dan tidak ada efek yang dirasakan https://t.co/FzbFEkPTmW",2022-02-12 05:31:52+00:00,in
246,"Nusantara Loh Jinawi -Ayo vaksin Booster, jangan takut karena vaksinasi lanjutan itu penting bagi tubuh kita untuk pertahanan dari serangan COVID-19 terutama varian Omicron,"" ajak wakil rakyat perempuan itu di Banjarbaru, Ahad.",2022-02-12 05:31:49+00:00,in
247,"@nenggopud @ariavilash Udah sih, cuma ada dua, dikirain bebas siapa aja yg mau vaksin booster tinggal daftar. Makasii yaaa",2022-02-12 05:30:06+00:00,in
248,"Kakanwil Kemenkumham Sulsel Harun Sulianto Apresiasi Pegawai Lapas Perempuan Sungguminasa menerima Vaksin Booster (Vaksin Dosis Ke-3), Jumat (11/02).
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel https://t.co/mLbEEaEp4Y",2022-02-12 05:29:26+00:00,in
249,"RT @chxisoobie: not txt related, tapi bagi kalian yang mau tau kombinasi vaksin booster efektif di badan kalian kayak apa https://t.co/IXmc…",2022-02-12 05:28:32+00:00,in
250,@vBian7 bian lu udah vaksin booster blm?,2022-02-12 05:27:13+00:00,in
251,RT @kemkominfo: Badan POM menerbitkan izin penggunaan darurat (Emergency Use of Authorization/EUA) bagi vaksin Sinopharm sebagai vaksin boo…,2022-02-12 05:24:12+00:00,in
252,"@telyufess pake merk AZ
daftar di gform dr poster vaksin booster",2022-02-12 05:23:35+00:00,in
253,"Ayo #SobatMANIS segera lengkapi dosis vaksinmu dan keluarga, dan jangan lupa lengkapi dengan vaksin booster setelah 6 bulan guna meningkatkan daya tahan tubuh dari potensi tertular virus Covid-19.

Jangan tunggu besok!
Jangan tunggu sampai tertular!
Ayo, segera vaksinasi covid!",2022-02-12 05:23:06+00:00,in
254,RT @Oshiiiiiinnn_50: Gunanya vaksin sama booster for what🙄🙄🙄🙄🙄,2022-02-12 05:19:55+00:00,tr
256,"RT @indihomejkt: Kehadiran Covid-19 dengan varian baru Omicron, menimbulkan banyak pertanyaan di masyarakat. 

Yuk! Kupas Tuntas Omicron &amp;…",2022-02-12 05:18:51+00:00,in
257,"telyu! ada yg tau gak vaksin booster di telkom pake vaksin merek apa+gimana daftarnya?

TIA",2022-02-12 05:18:43+00:00,in
258,"Dua kesayanganku lagi tumbang di hari yang sama; yang satu pasca vaksin booster, yang satu demam+pilek. 

Aku? Masi nangkring standby di kamar kalau-kalau duo ini tetiba butuh sesuatu. 

Semoga lekas membaik, kalian ❤",2022-02-12 05:17:33+00:00,in
259,"@KemenkesRI @RadioElshinta Dimana bisa mendapatkan vaksin 3 (booster), untuk vaksin 1 dan 2 - Sinopharm?",2022-02-12 05:17:11+00:00,in
260,"Mau cerita, kan tadi gw vaksin booster ya. Trus pas mau divaksin dipanggil 'ibu' mulu anjir sama dokternya, pdhl jelas tanggal lahir gw ada tahun 2006 😭",2022-02-12 05:16:00+00:00,in
261,Baru 13 menit vaksin booster.. Lenganya sudah cenut² 😂😂😂,2022-02-12 05:14:51+00:00,in
262,gue belum vaksin booster masih takut dan rame bgt klinik🤧,2022-02-12 05:14:51+00:00,in
263,"@fleurissimee iya kak diluar / negara lain tu emg ngasihnya pfizer. tp ga tau disini tu ribet bgt. ""katanya"" krn vaksin awal berbayar ga bs dpt booster yg pemerintah.",2022-02-12 05:14:28+00:00,in
264,@cottoncaanddy Human booster itu vaksin baru kah kak?,2022-02-12 05:14:02+00:00,in
265,"RT @NIAS2013: DOYAN BANGET DIBOHONGI

Diawal pandemi, vaksin melindungimu, belum ada efek, disuruh vaksin lengkap, kemudian realita ditemuk…",2022-02-12 05:13:48+00:00,in
266,Vaksin booster✔️ https://t.co/DwEF6ew9IU,2022-02-12 05:13:31+00:00,et
267,ada yg udah vaksin dosis ketiga/booster gak??,2022-02-12 05:12:07+00:00,in
268,"Tetap waspada pendatang baru Pandemi Omicron Covid-19, Ayo mulai tgl. 12 Januari 2022 anak berumur 6 s/d 11 thn segera suntik Vaksin, &amp; Pres @jokowi
bebaskan semua pembayaran kpd rakyat suntik vaksin ke-3 booster. Update Situasi Covid-19 Di Indonesia 11/2/2022. Wajib #pakaimasker https://t.co/kuWFW1ttP4 https://t.co/KCWUQlRScL",2022-02-12 05:10:53+00:00,in
269,Ayahku hari ini vaksin booster,2022-02-12 05:10:09+00:00,tr
270,"@__Sridiana_3va @aik_arif Sebenarnya ""penularan yg sangat cepat"" atau akibat efek vaksin, kok banyak nakes yg malah jd sakit? Bukannya semua nakes sudah vaksin lengkap dan booster jg?",2022-02-12 05:09:43+00:00,in
271,Masyarakat bisa dapatkan vaksin booster Sinopharm di Kimia Farma https://t.co/KlxLmGAV6Y,2022-02-12 05:08:34+00:00,in
272,"Lapas Ternate Kemenkumham  Malut melaksanakan Vaksinasi  Dosis Ketigas (Vaksin Booster) di Lapas Ternate yang bekerjasama dengan Puskesmas Jambula Kota Ternate, Sabtu (12/2/22)

#kemenkumhamri
#kemenkumhammalut
#pemasyarakatan
#HumasLapasTernate https://t.co/7vsv2u3YoI",2022-02-12 05:08:29+00:00,in
273,Badan POM Menerbitkan Izin Penggunaan Darurat (Emergency Use of Authorization/EUA) bagi Vaksin Sinopharm sebagai Vaksin Booster https://t.co/5LxowlKSxu lewat @Portal Berita BeNews,2022-02-12 05:08:06+00:00,in
274,"RT @Atras501: @FacebookManAris Mcm Dr MAZA, bila dia sendiri dapat experience dari bapa dia lepas booster baru la dia faham kenapa ramai to…",2022-02-12 05:08:02+00:00,in
275,Vaksin booster done ✅ https://t.co/U5TnjdLLc3,2022-02-12 05:05:20+00:00,et
277,ada ga ya org2 yg abis vaksin booster ga pegal?,2022-02-12 05:05:14+00:00,in
278,Polsek Sukajadi kembali gelar Vaksinasi Anak U 6-11 dan Lansia serta Vaksin lanjutan ( Booster https://t.co/d2LTpnjbx9,2022-02-12 05:04:50+00:00,in
279,"Apapun jenis vaksin booster nya, yok dah vaksin aja! https://t.co/91cavf9WId",2022-02-12 05:04:27+00:00,in
280,"@DonAdam68 @jokowi Pak The @jokowi kasian anaknya, sepertinya butuh Suntikan Booster Dana Usaha Es Doger.
Anak2 yg bukan anak Pak The cukup Suntik Booster Vaksin. 
#banjir_71mkurqng",2022-02-12 05:04:07+00:00,in
281,@overyoubykeshi @ubsansfess Harusnya kalo vaksin enggak dong. Setahuku pemerintah udah bikin program vaksin booster buat semua masyarakat,2022-02-12 05:03:13+00:00,in
282,AKADEMISI muslim pun meminta pemerintah tidak menjadikan keterbatasan anggaran sebagai alasan tidak memakai vaksin halal untuk booster. Menurut akademisi UIN Syarif Hidayatullah https://t.co/7NJIBXehBH,2022-02-12 05:02:17+00:00,in
283,@deneuve69 Dapet vaksin booster yg apa?,2022-02-12 05:01:58+00:00,in
286,"Masyarakat Sudah Bisa Mendapat Vaksin Booster Sinopharm
https://t.co/riBxeLneYW",2022-02-12 04:59:14+00:00,in
287,"Antusiasme warga mengikuti vaksinasi Covid-19 dosis booster bagi usia 18 tahun keatas di CGV Mal Ciputra Tangerang, Sabtu (12/2/2022).

Untuk informasi lokasi dan jadwal vaksin lainnya bisa cek ke puskesmas setempat serta aktif cek di media sosial ya! https://t.co/VEwMgzHzfY",2022-02-12 04:58:18+00:00,in
288,"@LeoBudiSuryanto Aku ga milih ko. 
Ini kebetulan ada bbrpa org hotel ada yg call ktnya ada booster moderna kalo bsa apa aja ya aku mau vaksin gtu maksudnya.",2022-02-12 04:56:52+00:00,in
289,Masyarakat Sudah Bisa Dapatkan Vaksin Booster Sinopharm https://t.co/ylYXy40ct8,2022-02-12 04:56:12+00:00,in
290,Masyarakat Sudah Bisa Dapatkan Vaksin Booster Sinopharm https://t.co/TUIjiy0PAq,2022-02-12 04:56:12+00:00,in
291,Masyarakat Sudah Bisa Dapatkan Vaksin Booster Sinopharm https://t.co/SkWLRavXUb,2022-02-12 04:56:11+00:00,in
292,"apakah masih ada yang tidak percaya covid-19 ??
yuk coba daftar sebagai relawan  dan turun langsung ke lapangan.

#SinergiCegahPandemi
Akselerasi Vaksin Booster https://t.co/V4q1d0Aw23",2022-02-12 04:55:32+00:00,in
293,AF! Ada yang mau vaksin booster di Hw Gatsu gak? Mereka open dari tanggal 9 feb kemaren sampai 9 maret  2022. Barengan yok kalo ada. Buat dom jkt dan sekitar nya ya. Prefer jaktim-jaksel. Thank you!,2022-02-12 04:54:31+00:00,in
294,"Gubernur Kalteng imbau masyarakat tidak perlu takut vaksin booster.
Nusantara Loh Jinawi https://t.co/F7wgMjJsL5",2022-02-12 04:52:25+00:00,in
296,Kabar Baik! Masyarakat sudah Bisa Dapatkan Vaksin Booster Sinopharm https://t.co/YGbtxdVpgq,2022-02-12 04:50:44+00:00,in
299,Arf! Ada yang mau vaksin booster di Hw Gatsu gak? Mereka open dari tanggal 9 feb kemaren sampai 9 maret  2022. Barengan yok kalo ada. Thank you!,2022-02-12 04:48:42+00:00,in
300,"Booster side effect lagi teruk dari vaksin sebelum ni. Demam panas ya Allah, tak larattt",2022-02-12 04:48:36+00:00,in
301,"yes betul ye paling ramai yg nak cepat2 cucuk vaksin org cina , even aunty promoter kat tempat kerja aku dia nak cepat2 dpt booster haritu.... https://t.co/r3tkAGcv5K",2022-02-12 04:48:20+00:00,in
302,"Akhirnya swab terakhir hasilnya negatif. Meski begitu, nyokap, menjelang 75 tahun, hasilnya masih positif. Angka CTnya lebih tinggi dan tanpa gejala (mungkin karena dampak vaksin booster). Beliau swab lagi tanggal 16 Feb.

Sehat-sehat semuanya",2022-02-12 04:48:13+00:00,in
303,Weh siapa nk booster area sentul sekrng? Kena cri kawan baru dia boleh bukk vaksin 🥲 perlukn lagi 4,2022-02-12 04:48:09+00:00,in
304,@__Sridiana_3va @KemenkesRI Presiden sudah vaksin booster belum ya? Kok belum ada beritanya.,2022-02-12 04:47:46+00:00,in
305,apa cuman aku aja yg sudah vaksin apapun ga ada terjadi apa-apa. btw udah vaksin booster nih😋😋,2022-02-12 04:44:44+00:00,in
306,"Review vaksin ""booster"" COVID-19 Vaccine Pfizer
Hari    : Kamis, 10 Februari 2022
Pukul : 10:53 WITA",2022-02-12 04:44:16+00:00,et
308,"@Gilangppg Di negri wakanda nun jauh disana udh gak gini lagi nenggepin covidnya...ambil vaksin yg bagus,booster disana dah hampir 90% laa dikita baru mulai 🥲....makanya opera bioskop konser dah normal kaya biasa... 

Dsini masih nganut pakem jangan wara wiri gimanaa ituu 😭😭",2022-02-12 04:41:45+00:00,in
309,Covid tak kena. Cucuk vaksin takde side effect. Booster pun rilek je. Sksksksksk limited education. 😭🤚🏻 https://t.co/dq8GTsrnK3,2022-02-12 04:41:18+00:00,in
310,Ready for vaksin booster 🤌🏼 https://t.co/oCDa2DobpR,2022-02-12 04:40:49+00:00,en
311,"Ditraktir my box ehhh makan siangnya gado2. 

Mantap nih booster abis vaksin",2022-02-12 04:40:42+00:00,in
312,hari ketiga lepas booster vaksin kepala KO 😵‍💫,2022-02-12 04:40:19+00:00,in
313,Booster vaksin di GM rame tapi cepet bestie. Sampe jam 2 aja ya.,2022-02-12 04:40:10+00:00,in
314,"Jadikan masker sebagai perisai pelindung diri dalam menghadapi pandemi. Bersama Kita Lawan Covid-19!

#SinergiCegahPandemi
Akselerasi Vaksin Booster https://t.co/uobNS9Wu0T",2022-02-12 04:39:42+00:00,in
315,"@saintpooney Lewat registrasi atuh, yg divaksinasi nyampur, dari anak anak, yg vaksinasi pertama, vaksinasi kedua dan booster, memang kemarin yg banyak adalah anak anak. Untungnya sebelum nakesnya mencet vaksin dia nanya dulu wkwkwkwk",2022-02-12 04:39:38+00:00,in
318,"RT @neyrashazeyra: Warga emas 60 above ( semua jenis vaksin) -- perlu booster

Adult 18 above (Sinovac je so far) -- perlu booster

Or, 1 M…",2022-02-12 04:36:38+00:00,in
320,"@Khairykj @KKMPutrajaya Ya right! Dah la vaksin, booster lagi mau self test covid..ingat beli itu test kit free ka? Anak pi sekolah, centres setiap minggu kena test.Semua duit tau. U sponsor la free test kit weekly untuk anak2 yang ke sekolah atau centres! Kalu ramai anak mau x habis duit poket ibubapa!",2022-02-12 04:36:31+00:00,in
322,H+2 vaksin booster masih giras masih gampang laper dan ngantuk 🙄,2022-02-12 04:36:19+00:00,in
323,"cuma mau ngingetin, jangan lupa vaksin booster guys!!! https://t.co/SKPmVSiLe3",2022-02-12 04:35:29+00:00,in
324,"Jd di tmpt gw booster disediakan 2 jenis vaksin, Pfi dan AZ, gw pilih Pfi, karena alesannya simple, ga ada antrian, bener2 definisi “datang cucuk pulang”, ga antri 1 orang pun..",2022-02-12 04:35:28+00:00,in
